3585,3604
3596,3598
3597,8656
3598,13616
3612,13636
3617,3618
3619,3700
3621,8691
3623,4901
3630,3631
3636,3726
3639,3644
3647,4608
3654,13679
3656,3707
3660,3687
3666,13684
3672,3721
3677,8748
3684,3687
3684,4957
3685,3686
3688,3737
3690,3704
3690,13709
3703,3706
3717,4982
3721,3723
3728,4994
3730,3731
3732,3738
3735,3738
3738,5002
3741,3742
3743,13754
3748,4135
3750,3752
3755,13821
3762,3906
3774,3777
3774,8832
3780,4408
3787,3788
3795,3798
3801,3802
3801,3913
3803,3962
3810,4424
3813,4095
3823,4134
3825,3986
3828,3829
3828,4140
3830,4459
3843,13848
3863,4176
3864,4179
3864,13828
3866,8927
3872,3874
3888,3900
3890,4252
3894,4213
3903,13996
3906,4298
3915,3923
3924,13944
3925,3926
3931,4248
3936,8982
3960,3967
3968,4276
3991,4297
3993,14622
3996,9040
3997,4006
3998,4318
4000,4630
4005,4006
4011,9055
4017,4018
4018,11544
4020,4041
4028,4033
4031,14034
4032,4041
4034,4359
4042,4043
4052,4058
4053,8810
4062,4063
4072,4108
4074,4242
4080,4720
4080,9158
4089,4733
4090,4254
4090,4256
4098,4106
4101,4263
4107,4122
4117,4206
4117,4274
4118,9138
4125,4763
4130,4166
4131,4770
4139,14137
4140,14141
4141,9206
4155,4198
4156,9224
4161,4163
4162,4163
4166,4334
4173,4341
4178,4817
4186,4191
4191,4271
4192,4205
4193,4194
4200,9265
4205,9270
4215,4227
4215,4877
4222,4223
4229,4232
4248,4266
4248,9148
4254,4256
4257,9343
4264,9352
4283,4287
4307,9041
4311,4357
4326,4327
4326,14330
4332,4925
4335,4349
4342,4343
4342,9399
4343,4346
4345,4972
4345,19291
4360,4998
4369,4685
4372,4689
4373,9428
4378,13136
4379,4380
4381,4461
4381,4519
4387,4388
4392,4412
4409,4703
4410,4413
4410,14415
4411,4431
4415,4416
4421,4735
4426,4449
4433,4586
4434,4440
4443,4513
4461,14470
4462,4466
4468,4469
4470,4471
4489,4512
4499,4500
4507,4509
4507,9568
4519,4853
4531,4636
4533,4536
4539,7066
4544,9594
4545,4550
4547,9598
4551,4553
4554,4557
4556,4561
4556,9606
4561,4562
4571,4572
4578,4594
4582,14582
4586,4587
4598,4599
4599,4668
4609,9677
4615,4617
4616,8381
4619,4671
4643,4961
4658,4667
4660,4668
4668,9685
4675,4678
4680,4681
4683,4684
4685,4859
4689,4690
4690,4692
4691,4710
4693,4699
4696,4703
4699,4701
4710,4755
4713,9824
4713,14700
4714,4887
4722,14731
4724,4740
4731,4753
4737,4757
4739,4746
4741,4742
4742,12233
4743,4900
4753,14759
4754,4839
4768,14128
4776,4812
4777,4778
4785,14779
4791,14723
4792,4795
4792,7302
4796,5001
4798,4799
4805,9808
4810,4967
4811,4813
4812,4813
4818,7328
4822,4826
4823,12320
4824,4851
4825,9559
4840,19807
4854,4858
4863,4937
4863,9880
4878,4880
4885,4907
4892,4902
4897,4898
4899,9918
4915,9934
4930,4949
4936,4937
4936,4939
4936,14944
4937,4939
4959,14342
4967,4968
4982,4983
4984,14996
4990,4992
5002,10006
5004,5022
5004,5161
5010,5704
5012,5192
5014,5355
5015,5348
5022,5667
5024,5030
5043,5111
5045,5054
5048,5063
5049,5210
5049,6353
5059,5072
5059,5241
5062,5724
5063,6368
5070,5071
5070,5728
5072,5241
5077,5080
5080,5092
5080,5745
5081,5125
5092,5445
5092,5745
5096,6396
5105,5284
5118,5292
5121,5132
5131,5145
5147,5152
5162,5173
5162,17609
5166,5515
5167,5510
5172,6146
5180,15247
5184,5839
5189,5190
5208,6510
5209,5861
5210,7751
5215,5216
5222,5875
5230,5231
5232,5888
5238,6529
5240,5242
5242,8364
5247,15232
5249,15235
5250,5267
5251,5576
5251,5904
5253,5922
5256,5257
5257,5260
5258,15241
5262,6544
5262,7781
5263,5266
5270,7711
5276,7795
5280,5607
5283,5611
5290,5536
5292,6600
5294,5622
5298,7807
5302,5304
5302,7817
5303,5630
5307,6589
5308,6601
5324,5325
5326,5327
5330,5331
5339,5343
5343,5384
5350,15953
5354,5371
5359,5360
5365,5369
5377,5378
5379,5404
5382,5383
5385,5392
5389,5390
5390,6014
5399,5401
5405,5415
5406,16006
5407,5554
5412,7903
5418,5436
5422,15391
5423,6673
5425,5578
5427,5429
5431,7925
5433,5434
5433,5443
5440,5593
5441,5448
5458,6084
5460,5462
5462,7950
5468,6645
5468,7957
5469,5472
5469,7880
5483,15443
5489,16082
5490,5491
5492,8009
5495,7988
5496,5513
5510,5511
5512,5513
5515,6152
5518,8024
5519,6760
5522,5524
5527,5614
5549,5636
5549,6195
5558,8047
5563,5564
5575,5621
5582,5630
5590,5591
5595,5596
5597,8091
5609,8102
5627,5630
5632,6229
5646,6287
5655,8150
5656,5820
5658,6911
5660,5750
5663,5827
5664,15652
5666,15636
5672,5677
5684,5730
5688,15634
5689,5852
5691,6176
5692,5700
5692,6013
5695,5777
5719,5877
5719,6970
5730,5891
5730,5892
5737,5752
5741,6048
5744,5904
5747,5807
5750,6056
5759,15704
5762,6979
5770,15717
5771,8286
5788,7015
5794,8269
5800,6120
5805,6125
5813,5962
5815,5963
5815,6124
5821,5822
5824,5826
5825,6161
5838,10786
5840,8316
5841,15799
5845,5923
5847,5884
5847,8357
5853,8330
5861,15823
5864,5866
5872,6148
5872,15833
5873,6520
5879,5880
5881,5949
5882,7103
5883,8355
5884,8357
5885,5886
5891,5892
5892,5896
5892,5961
5894,5964
5900,5905
5907,5923
5921,6235
5938,8432
5944,8411
5946,5965
5968,6044
5972,5973
5972,6017
5974,5975
5974,5979
5977,6016
5981,8465
5985,7198
5992,6068
5995,17160
5997,5998
5997,6003
5997,6159
5998,6003
6008,8503
6012,6088
6017,6034
6023,7241
6034,8533
6048,6053
6049,6050
6053,6065
6057,6094
6060,6061
6062,6079
6064,8565
6080,6081
6090,6257
6091,8268
6093,6263
6101,7019
6106,7333
6114,6286
6120,6287
6129,6130
6136,6147
6140,7374
6142,6143
6144,7377
6158,6270
6158,8666
6159,16088
6159,16107
6165,7400
6166,8321
6174,6176
6175,6187
6185,8686
6202,11187
6204,6280
6205,6241
6211,16163
6217,6218
6217,6219
6219,6229
6221,8639
6222,6223
6225,6228
6226,15549
6228,16185
6232,16188
6249,6250
6254,7485
6261,6873
6290,6300
6290,6302
6298,6380
6300,6301
6300,6302
6305,6325
6305,16243
6309,6634
6314,16252
6322,6528
6336,6510
6342,6648
6352,6434
6367,6445
6369,6447
6374,6382
6377,16305
6382,6581
6382,6677
6391,6558
6403,6405
6407,6418
6415,6425
6423,6434
6430,6432
6432,6433
6433,6434
6442,6444
6446,16368
6447,6448
6449,6719
6471,6472
6471,6496
6476,6749
6491,6499
6509,6511
6516,6517
6517,6821
6518,16727
6521,6522
6533,16517
6535,6823
6535,16463
6537,16383
6540,6546
6542,7776
6554,6601
6556,6569
6562,9050
6565,16470
6566,6570
6576,6602
6581,6584
6592,7169
6601,16506
6604,6608
6604,9093
6606,6610
6616,6743
6616,6745
6617,9738
6633,7219
6634,16552
6644,6794
6648,6662
6650,6651
6656,9167
6668,6678
6678,9202
6685,6687
6685,6844
6686,9220
6687,6689
6687,6844
6688,6689
6695,9132
6702,16631
6711,16648
6712,16651
6715,6716
6727,16642
6732,9267
6743,6744
6743,6745
6744,6746
6745,6746
6749,6753
6753,6774
6755,6757
6762,6766
6771,9140
6778,6786
6779,9324
6784,16714
6791,6794
6796,6797
6806,6809
6808,16736
6812,6817
6815,6816
6828,6846
6835,9375
6846,9300
6848,6850
6855,6859
6875,9343
6877,6878
6889,9354
6908,6909
6910,6912
6920,6963
6920,6993
6921,7247
6928,7204
6949,7081
6954,7103
6954,7230
6958,7013
6964,6977
6966,9480
6979,6980
6983,6990
6996,7129
7018,7160
7021,7167
7036,7183
7037,7345
7049,17290
7052,16984
7063,17021
7065,7074
7065,17000
7075,7076
7075,9606
7077,7109
7085,7104
7089,7092
7096,7145
7097,7098
7108,7110
7114,7135
7116,7121
7117,17057
7138,7477
7144,7171
7144,9700
7148,7151
7152,7492
7156,9990
7161,17107
7164,7166
7167,9630
7168,7169
7170,7179
7177,9721
7177,17122
7179,7180
7179,7519
7180,7181
7180,7516
7187,17132
7199,7380
7211,7297
7224,9760
7233,9772
7233,17179
7239,7264
7241,17192
7246,17194
7249,9783
7251,7334
7271,9831
7288,9847
7292,9816
7294,9826
7301,7302
7303,7304
7305,7312
7317,17237
7318,7327
7324,7489
7327,7495
7332,7341
7335,7347
7337,7338
7348,7349
7360,7407
7360,7408
7361,7378
7370,7371
7378,7421
7383,9882
7388,7436
7395,7396
7406,7411
7407,7408
7407,9903
7416,12393
7423,7424
7429,7433
7436,17343
7445,7446
7446,17356
7451,17408
7452,7455
7453,7454
7458,9951
7460,7465
7494,7498
7496,7497
7508,7513
7512,7513
7512,7521
7514,17387
7521,7523
7524,8800
7525,7840
7526,7530
7529,8149
7529,17442
7551,7553
7557,7558
7557,8175
7558,8175
7559,7560
7560,7578
7560,7896
7569,17453
7578,7896
7579,7581
7592,8530
7595,7599
7601,8870
7603,7898
7604,7608
7612,17523
7613,8216
7615,7913
7633,8245
7635,7676
7640,7641
7640,7719
7642,7643
7642,7801
7645,17555
7650,7670
7654,8218
7655,7672
7657,7658
7669,7966
7672,7678
7673,8284
7673,8935
7675,7676
7683,17588
7694,8300
7697,7703
7712,7713
7717,17621
7718,17634
7725,7803
7734,7735
7739,8043
7739,8341
7740,18898
7744,7781
7745,7746
7754,7756
7759,9018
7762,8030
7768,8301
7769,7770
7782,7783
7785,17740
7799,17688
7802,17639
7811,7816
7812,7813
7839,7870
7842,9105
7844,18400
7848,7849
7850,8004
7851,17452
7852,8475
7854,7862
7854,8484
7855,7856
7864,17764
7874,7883
7875,7876
7884,17798
7901,7906
7906,17826
7907,7908
7907,7929
7909,8071
7909,9193
7913,8068
7913,12888
7915,17835
7928,7929
7934,7971
7945,7946
7953,7965
7966,7967
7970,7979
7973,17816
7979,8620
7990,8072
7991,8034
7992,9280
7998,8048
7999,15471
8012,8051
8032,8036
8032,8043
8036,8115
8038,8056
8040,8686
8043,9340
8044,8991
8047,8123
8048,8049
8051,8056
8052,8054
8062,8144
8063,8064
8063,9020
8063,17993
8064,17993
8066,17995
8071,9193
8076,9372
8077,8118
8079,8716
8084,8088
8086,8090
8093,9388
8111,8756
8115,18037
8121,8131
8124,8126
8151,8247
8176,8320
8201,18116
8205,8209
8211,8363
8212,8213
8212,8356
8217,8218
8220,8221
8220,8222
8221,8222
8221,18304
8230,8232
8231,8233
8238,18146
8250,9530
8252,8255
8260,9539
8273,8437
8281,8282
8302,9579
8303,8304
8305,8347
8314,9593
8319,8324
8322,8323
8323,8398
8323,8706
8344,8691
8344,9919
8361,15845
8365,8451
8374,8382
8376,8377
8376,8423
8377,8423
8382,8383
8384,8387
8393,9678
8394,8743
8397,8398
8402,18321
8405,8407
8412,8428
8413,8414
8416,18360
8417,8418
8417,8421
8422,9987
8440,8441
8447,9725
8455,8481
8456,8547
8457,8458
8459,8504
8477,9736
8488,8574
8488,18418
8491,8660
8494,8673
8496,18092
8497,17786
8516,8517
8519,8520
8522,18441
8524,9776
8544,8585
8544,9798
8546,8586
8548,8716
8554,16017
8554,18473
8563,19756
8569,18532
8575,8744
8582,8795
8584,8589
8584,9830
8597,8772
8597,18520
8606,8607
8615,18203
8619,9794
8621,8622
8637,8673
8644,8645
8645,8694
8658,8685
8658,18580
8661,18575
8668,8669
8672,8673
8675,18589
8677,8757
8680,8701
8683,8684
8689,8695
8691,9919
8697,9353
8702,8781
8707,8712
8722,8767
8729,8730
8733,9381
8733,9998
8735,8736
8741,8742
8754,8772
8762,8793
8767,8785
8768,8769
8769,8770
8771,18666
8773,8778
8773,18671
8789,18545
8798,9427
8800,9424
8804,8826
8807,18717
8815,8859
8820,9120
8822,9296
8823,8833
8831,18723
8832,8834
8848,8868
8852,8887
8860,8863
8860,8922
8861,8998
8867,8931
8877,8951
8882,9196
8884,8885
8904,8946
8904,18808
8920,8921
8925,8926
8936,8946
8943,8944
8944,16373
8947,8950
8953,19172
8955,18848
8962,8976
8969,8975
8972,8976
8973,9048
8984,9701
8987,9001
8994,8995
8998,8999
9000,18906
9008,9083
9011,9084
9026,9052
9027,9073
9027,9374
9030,9058
9041,9067
9044,9682
9048,9049
9057,9094
9057,18947
9078,9092
9079,9080
9082,9083
9098,9726
9101,14046
9107,9153
9107,9173
9116,9253
9117,9141
9120,9121
9122,9133
9132,19039
9137,19044
9143,9144
9144,19123
9153,9173
9169,9170
9172,9175
9195,9196
9226,9227
9245,9246
9249,9254
9261,9262
9265,9857
9266,9272
9276,9280
9277,9294
9280,9385
9280,19181
9282,9331
9286,9290
9289,14224
9303,19206
9306,9309
9308,9309
9308,9386
9310,9314
9314,9315
9320,9890
9322,9323
9331,9344
9334,9335
9349,9357
9381,9998
9388,9390
9389,9393
9403,9708
9422,9727
9426,9427
9431,18699
9434,9437
9443,9444
9446,9883
9453,9787
9456,9457
9460,9462
9464,9605
9469,9472
9472,9765
9473,9542
9473,9617
9474,9615
9509,9510
9509,9814
9518,9520
9529,9530
9546,9549
9547,9556
9551,9567
9557,19466
9560,19471
9565,19389
9567,9571
9575,19491
9576,9617
9579,9875
9584,16995
9592,9637
9596,9597
9599,19530
9600,19835
9602,9608
9611,19537
9613,9623
9630,9631
9636,9637
9637,9644
9637,9903
9641,9649
9649,19585
9676,9686
9680,9719
9681,9691
9682,9684
9683,9695
9694,9728
9708,19638
9725,19584
9732,9874
9745,19674
9751,9825
9751,9858
9758,9897
9761,9774
9764,9767
9774,9844
9775,14743
9782,19069
9784,9790
9785,9927
9806,9943
9810,19754
9818,9825
9819,9820
9824,9828
9825,9858
9836,19787
9837,9838
9846,9992
9851,19804
9855,9859
9865,18547
9870,9905
9879,19908
9883,9960
9887,19519
9892,9893
9895,9896
9916,9917
9921,9922
9932,14914
9932,19882
9944,9956
9947,9961
9949,9970
9988,9990
10011,10159
10015,10016
10015,12501
10019,10021
10019,10063
10023,10310
10028,10041
10029,10172
10030,10173
10031,10090
10032,10081
10040,10043
10040,10183
10043,15070
10045,10083
10047,10107
10047,15656
10048,10051
10055,15037
10061,15050
10063,15065
10064,11388
10064,12549
10068,10360
10068,11338
10068,15046
10079,10112
10080,11352
10081,10831
10082,10113
10082,12567
10087,10383
10089,10090
10095,10386
10101,10405
10101,15088
10104,12591
10112,11056
10117,10384
10118,10266
10127,10129
10127,10712
10140,10141
10140,12600
10145,10150
10149,12616
10151,10296
10151,10762
10152,10153
10158,10499
10166,10167
10169,11431
10170,10818
10178,15176
10179,10218
10213,12682
10221,12683
10222,15227
10242,10286
10243,12732
10256,10257
10256,11536
10257,11536
10258,13378
10265,10267
10272,15273
10277,15282
10279,10892
10288,13410
10289,11564
10290,10291
10299,13427
10300,11577
10307,11585
10315,10359
10316,10928
10316,10933
10319,10361
10323,10492
10324,15481
10371,10382
10385,11669
10387,11028
10396,11025
10401,10415
10403,11592
10408,11035
10413,12908
10422,10424
10429,15344
10430,12920
10436,11078
10440,15442
10441,10443
10446,10453
10468,15470
10469,12970
10473,11127
10475,10520
10481,10482
10482,11600
10491,10568
10493,11145
10497,10501
10499,10510
10500,11766
10507,10512
10518,10519
10518,10520
10519,10520
10520,11632
10525,10526
10526,10530
10532,11185
10544,11726
10565,11831
10573,10574
10577,13098
10584,10594
10587,12924
10600,10603
10601,14373
10602,15595
10618,16833
10622,10634
10625,10635
10627,10640
10640,10641
10647,13185
10661,10665
10663,13199
10666,10992
10672,15684
10676,13275
10690,10736
10691,10692
10694,15721
10695,10696
10700,15696
10703,11970
10704,10706
10711,16045
10712,10713
10712,11984
10719,11987
10720,11951
10721,10736
10726,13252
10732,10733
10735,10890
10746,10758
10749,12014
10751,11086
10754,10914
10754,11093
10763,10771
10769,15816
10770,10773
10780,10781
10802,15807
10808,10880
10811,15822
10816,10900
10817,10896
10821,15795
10833,10834
10851,12125
10852,12128
10859,10860
10867,11218
10870,15885
10874,10875
10891,13398
10909,11242
10926,10971
10928,10933
10938,11041
10944,13450
10955,10958
10955,11066
10958,11066
10966,14742
10968,10969
10971,11007
10979,10981
10986,11002
10987,10989
10990,11175
10993,11010
10995,11093
10995,16004
10996,12247
10997,16006
11000,11003
11001,11002
11003,11188
11006,11007
11008,11009
11010,11100
11011,16012
11012,11106
11014,13502
11015,11040
11015,15382
11042,11043
11053,11095
11055,11058
11069,13547
11078,11105
11080,11081
11080,11082
11081,11082
11083,11253
11094,16057
11101,11104
11107,11111
11107,16084
11115,11117
11135,11136
11144,12375
11148,12389
11169,11170
11171,12400
11179,13329
11182,11195
11184,12102
11203,11207
11204,16176
11205,11206
11207,11252
11213,13525
11225,12459
11232,12463
11239,13707
11240,11253
11247,11251
11250,12476
11253,11255
11254,13650
11257,18680
11271,12494
11279,11573
11282,16235
11285,11950
11286,11288
11296,11297
11303,11304
11305,11306
11306,11315
11309,11340
11310,11312
11314,11315
11317,11356
11318,11910
11320,11379
11326,14418
11329,13793
11338,11946
11340,14443
11347,11350
11347,16295
11360,11364
11361,11949
11366,12269
11380,11515
11380,13855
11387,16351
11389,11390
11391,11392
11400,16366
11405,13895
11406,16371
11413,11414
11419,12030
11426,13907
11428,11433
11431,16390
11436,16403
11437,12051
11438,12368
11442,11443
11452,11454
11459,11460
11463,11926
11469,16287
11474,11475
11476,12094
11479,11480
11479,12097
11480,11481
11483,13971
11490,11491
11495,13808
11513,11514
11526,14042
11533,12143
11534,14015
11538,11540
11545,11856
11545,16805
11548,14362
11550,12167
11559,12171
11562,11563
11571,11622
11574,11617
11577,11578
11588,14063
11590,11608
11600,11601
11613,11614
11614,14048
11640,12260
11649,14122
11658,11802
11675,11816
11676,11749
11677,12287
11687,11690
11688,11691
11690,11691
11692,12306
11692,16643
11696,11870
11700,15434
11701,14188
11706,11707
11726,19182
11727,11761
11734,12361
11735,11737
11744,11753
11749,14247
11752,11792
11754,11794
11755,12372
11757,11779
11759,11778
11763,16720
11773,12398
11775,11777
11776,11778
11790,13030
11798,11817
11802,11806
11803,11825
11817,12278
11827,12138
11829,11867
11831,11861
11835,11836
11837,13067
11844,11845
11852,11853
11853,11854
11855,16825
11856,16805
11876,11882
11882,11905
11884,11907
11885,11886
11885,14465
11887,16900
11891,16842
11893,12358
11903,11904
11903,12054
11907,12211
11908,11939
11917,16872
11917,16878
11925,14427
11949,12012
11951,14462
11954,12006
11960,12285
11962,11964
11968,11970
11968,12142
11970,11971
11983,11995
11995,11996
11997,12020
11997,12021
11999,12000
12012,12171
12013,17117
12016,17123
12017,14520
12020,12021
12025,16957
12034,12038
12047,12053
12048,12049
12058,12371
12061,12064
12062,12381
12065,12066
12073,12074
12079,12084
12081,12162
12093,12094
12093,12097
12100,12174
12104,12105
12107,12420
12124,17075
12125,14624
12132,12133
12134,12138
12140,14637
12149,17094
12157,12158
12165,12479
12171,12174
12173,12182
12193,12268
12195,12196
12199,17133
12200,12201
12207,13446
12207,17152
12223,14730
12230,12231
12231,17176
12242,12327
12244,17200
12248,12340
12281,12328
12282,12295
12290,12294
12292,12294
12292,12345
12294,14805
12299,17242
12303,12337
12305,12307
12312,12474
12315,12439
12316,17259
12317,12475
12325,12326
12331,17272
12332,12333
